ID,target
mp-15053,0.33
mp-15226,0.27
mp-17,0.3
mp-22712,0.38
mp-22865,0.28
mp-2385,0.35
mp-2634,0.23
mp-2824,0.35
mp-30245,0.23
mp-30342,0.39
mp-30789,0.41
mp-34857,0.34
mp-561033,0.35
mp-568867,0.43
mp-569450,0.14
mp-600089,0.26
mp-611426,0.07
mp-636698,8.27
mp-7739,0.32
mp-862324,0.32
mp-863686,0.36
mp-864651,0.32
mp-864974,0.35
mp-865218,0.24
mp-865473,0.28
mp-867218,0.38
mp-867349,0.32
mp-890,0.31
mp-961698,0.28
mp-965,0.16
mp-971631,0.31
mp-971803,0.85
mp-972912,0.24
mp-973528,0.34
mp-975649,0.98
mp-976076,0.38
mp-9776,0.25
mp-979270,0.36
mp-980204,0.69
mp-983459,0.32
mp-999047,0.49
mp-999083,0.1
mp-999543,0.01
mp-1017549,0.2
mp-10182,0.19
mp-1030827,0.21
mp-10446,0.32
mp-10651,0.22
mp-1097,0.18
mp-12983,1.08
mp-13099,0.35
mp-1641,0.23
mp-16565,0.33
mp-1698,0.28
mp-19060,0.24
mp-20034,0.21
mp-20263,0.35
mp-2480,0.23
mp-30598,0.28
mp-3657,0.31
mp-467,0.35
mp-527,0.27
mp-542496,0.34
mp-569523,0.29
mp-5787,0.3
mp-631482,0.4
mp-640889,0.27
mp-6867,0.25
mp-7262,0.26
mp-8237,0.29
mp-865426,0.32
mp-865484,0.31
mp-866077,0.27
mp-867118,0.35
mp-867356,0.25
mp-972810,0.34
mp-979293,0.43
mp-989583,0.47
mp-1001012,0.29
mp-1008472,0.61
mp-10092,0.34
mp-11285,0.3
mp-11572,0.28
mp-19025,0.28
mp-1929,0.24
mp-20595,0.23
mp-22882,0.26
mp-22909,0.21
mp-23292,0.26
mp-29898,0.32
mp-30227,0.31
mp-34688,0.36
mp-5152,0.31
mp-5538,0.39
mp-568880,0.38
mp-570301,0.39
mp-571203,0.3
mp-571566,0.16
mp-594,0.44
mp-631399,1.17
mp-631563,0.85
mp-6408,0.29
mp-643063,0.24
mp-7405,0.25
mp-7667,0.19
mp-767409,0.13
mp-862712,0.3
mp-973175,0.35
mp-973443,0.27
mp-973538,0.26
mp-978969,0.49
mp-999258,0.31
mp-1008922,0.36
mp-1009752,1.35
mp-1013712,0.28
mp-1016872,0.44
mp-1020019,0.22
mp-11233,0.24
mp-11511,0.46
mp-11807,0.31
mp-11816,0.14
mp-12908,0.36
mp-12910,0.27
mp-1604,0.37
mp-19322,-28.79
mp-20174,0.29
mp-21850,0.32
mp-22065,0.33
mp-23432,0.29
mp-2430,0.22
mp-27930,0.16
mp-29131,0.24
mp-505019,0.26
mp-554134,0.26
mp-554799,0.12
mp-564,0.4
mp-569391,0.7
mp-622980,0.23
mp-641526,0.29
mp-643945,0.32
mp-672229,0.48
mp-7,0.2
mp-7077,0.25
mp-7361,0.22
mp-755253,0.24
mp-806,0.32
mp-862798,0.32
mp-865522,0.38
mp-865747,0.2
mp-865920,0.25
mp-866087,0.31
mp-867735,0.25
mp-962071,0.01
mp-972601,0.29
mp-973142,0.38
mp-973935,0.26
mp-976047,0.54
mp-979263,0.4
mp-999303,1.1
mp-1025373,0.44
mp-104,0.23
mp-11449,0.37
mp-11607,0.25
mp-11696,0.27
mp-13171,0.34
mp-13276,0.18
mp-13610,0.15
mp-1400,0.32
mp-15608,0.24
mp-19889,0.26
mp-19971,0.44
mp-20684,0.37
mp-20849,0.35
mp-2090,0.29
mp-2225,0.15
mp-2507,0.24
mp-27505,0.27
mp-29725,0.29
mp-34611,0.71
mp-450,0.22
mp-517,0.19
mp-567214,0.35
mp-568747,0.31
mp-569779,0.3
mp-574,0.34
mp-7219,0.24
mp-7435,0.24
mp-754165,0.3
mp-754349,0.3
mp-756235,0.35
mp-861736,0.45
mp-862979,0.34
mp-8640,0.31
mp-865649,0.3
mp-866188,0.33
mp-867258,0.31
mp-8758,0.29
mp-975312,0.55
mp-975385,0.11
mp-976775,0.41
mp-977438,0.19
mp-979431,0.32
mp-999307,0.27
mvc-6615,0.34
mp-1008929,0.3
mp-10135,0.47
mp-1017508,0.23
mp-1017580,1.1
mp-1025056,0.28
mp-1025212,0.33
mp-1027,0.27
mp-1029826,0.2
mp-11263,0.31
mp-11431,0.3
mp-14091,0.35
mp-1727,0.21
mp-19749,0.37
mp-20192,0.27
mp-218,0.32
mp-22375,0.37
mp-22619,0.22
mp-23013,0.24
mp-2455,0.21
mp-30147,0.28
mp-31703,0.17
mp-3802,0.24
mp-5491,0.44
mp-553939,0.32
mp-632311,0.36
mp-644223,0.27
mp-672259,0.35
mp-7131,0.24
mp-7547,0.33
mp-774146,0.29
mp-7955,0.17
mp-866031,0.27
mp-867186,0.33
mp-867422,0.4
mp-867932,0.2
mp-961695,0.32
mp-977176,0.36
mp-981383,0.52
mp-984754,0.26
mp-994,0.25
mp-998307,0.25
mp-999067,0.35
mp-1018060,0.33
mp-1025151,0.3
mp-11418,0.26
mp-11506,0.33
mp-1260,0.31
mp-13202,0.22
mp-1380,0.32
mp-1578,0.29
mp-1639,0.15
mp-1704,0.31
mp-18949,0.26
mp-1960,0.16
mp-19722,0.34
mp-1973,0.21
mp-2265,0.4
mp-23250,0.34
mp-2730,0.35
mp-27488,0.32
mp-27743,0.2
mp-28250,0.3
mp-28630,0.28
mp-29379,0.28
mp-30504,0.26
mp-3416,0.27
mp-3830,0.27
mp-4822,0.32
mp-571458,0.26
mp-674,0.35
mp-675334,0.2
mp-6962,0.28
mp-754515,0.22
mp-754718,0.35
mp-759541,0.36
mp-771986,0.25
mp-7829,0.28
mp-8275,0.34
mp-8615,0.26
mp-862319,0.35
mp-862831,0.36
mp-862888,0.27
mp-863696,0.32
mp-864626,0.41
mp-864633,0.37
mp-865126,0.52
mp-865940,0.57
mp-865989,0.26
mp-867277,0.22
mp-979425,0.31
mp-1017387,0.3
mp-1017553,0.29
mp-1018075,0.25
mp-1018096,0.28
mp-1018850,0.26
mp-1045,0.32
mp-11382,0.27
mp-11582,0.29
mp-12072,0.32
mp-12957,0.35
mp-13303,0.27
mp-14625,0.24
mp-1841,0.32
mp-18814,0.31
mp-2016,0.38
mp-20857,0.29
mp-20971,0.37
mp-21249,0.25
mp-27837,0.32
mp-29149,0.17
mp-29209,0.23
mp-3015,0.22
mp-30884,0.27
mp-3239,0.24
mp-32679,0.26
mp-5342,0.34
mp-554144,0.24
mp-570091,0.23
mp-672287,0.17
mp-697179,0.4
mp-715262,0.34
mp-8458,0.35
mp-934,0.28
mp-9523,0.29
mp-962066,-9.98
mp-975932,0.33
mp-984,0.21
mp-984554,0.55
mp-984714,0.35
mp-992,0.21
mp-999197,0.48
mp-1008395,0.11
mp-1009748,0.85
mp-1009828,0.45
mp-1018692,0.34
mp-1020118,0.2
mp-1025167,0.22
mp-10356,0.38
mp-11693,0.31
mp-11869,0.3
mp-1543,0.31
mp-16913,0.37
mp-20385,0.23
mp-20730,0.3
mp-21096,0.19
mp-21464,0.33
mp-21505,0.27
mp-21907,0.22
mp-22177,0.28
mp-22483,0.3
mp-22610,0.3
mp-23255,0.34
mp-24095,0.28
mp-2618,0.32
mp-28919,0.21
mp-30580,0.29
mp-30593,0.32
mp-31235,0.22
mp-35035,0.36
mp-363,0.2
mp-541013,0.24
mp-567305,0.18
mp-568673,0.27
mp-696746,0.19
mp-7506,0.25
mp-752735,0.46
mp-753098,0.3
mp-754538,0.33
mp-755453,0.23
mp-7876,0.19
mp-862813,0.34
mp-862895,0.33
mp-864890,0.34
mp-866066,0.19
mp-867835,0.27
mp-869,0.19
mp-974066,0.23
mp-975913,0.42
mp-976280,0.3
mp-979258,0.36
mp-983564,0.24
mp-984050,0.41
mp-985299,0.45
mp-997630,0.53
mp-10157,0.6
mp-1025261,0.32
mp-10624,0.36
mp-13683,0.24
mp-15964,0.31
mp-1776,0.33
mp-19358,0.29
mp-2078,0.3
mp-20866,0.28
mp-21141,0.29
mp-2151,0.29
mp-22271,0.26
mp-23260,0.33
mp-28230,0.33
mp-28270,0.35
mp-28599,0.23
mp-2880,0.29
mp-318,0.43
mp-3415,0.28
mp-4175,0.25
mp-4210,0.32
mp-4243,0.3
mp-4370,0.32
mp-4533,0.26
mp-4699,0.2
mp-504715,0.64
mp-5346,0.25
mp-5388,0.36
mp-540999,0.66
mp-546266,0.27
mp-556225,0.35
mp-558852,0.3
mp-561079,0.26
mp-567362,0.56
mp-568735,0.16
mp-569018,0.32
mp-581707,0.41
mp-6270,0.28
mp-7170,0.22
mp-733,0.21
mp-760408,0.28
mp-861947,0.26
mp-861979,0.28
mp-864799,0.27
mp-865162,0.32
mp-866133,0.36
mp-866171,0.4
mp-980191,0.24
mp-985828,0.37
mp-9930,0.31
mp-997051,0.56
mp-9989,0.26
mvc-16001,1.6
mp-1018081,0.18
mp-1018633,0.5
mp-1022553,0.3
mp-1023129,0.31
mp-10680,0.31
mp-11390,-0.01
mp-12005,0.2
mp-13160,0.21
mp-20474,0.33
mp-21455,0.25
mp-24081,0.28
mp-27677,0.32
mp-27725,0.18
mp-28283,0.27
mp-30207,0.27
mp-30251,0.4
mp-38818,0.18
mp-570491,0.31
mp-5795,0.21
mp-604884,0.21
mp-613989,0.31
mp-626785,0.35
mp-631390,0.56
mp-631441,0.19
mp-631442,0.53
mp-631571,0.19
mp-6493,0.27
mp-684597,0.3
mp-757031,0.29
mp-864771,0.33
mp-865796,0.34
mp-867242,0.25
mp-9550,0.24
mp-962063,0.37
mp-975658,0.26
mp-976236,0.32
mp-978276,0.27
mp-983358,0.27
mp-989651,0.21
mp-1009750,0.35
mp-1018040,0.23
mp-1018122,0.22
mp-1024963,0.34
mp-1159,0.38
mp-1170,0.21
mp-12605,0.28
mp-12961,0.39
mp-13138,0.34
mp-16246,0.41
mp-1958,0.25
mp-20214,0.26
mp-20555,0.54
mp-21276,0.26
mp-22003,0.37
mp-251,0.33
mp-30858,0.3
mp-35082,0.31
mp-35777,0.28
mp-561949,0.38
mp-567504,0.32
mp-570232,0.27
mp-665,0.22
mp-6668,0.25
mp-7251,0.26
mp-747,0.33
mp-754960,-0.28
mp-755219,0.35
mp-761390,0.29
mp-861946,0.24
mp-865076,0.41
mp-865859,0.28
mp-865935,0.26
mp-867285,0.32
mp-971682,0.28
mp-973300,0.27
mp-975065,0.3
mp-1008556,0.25
mp-1009596,0.53
mp-11571,0.4
mp-12360,0.34
mp-12814,0.32
mp-14815,0.26
mp-1674,0.33
mp-20525,0.31
mp-20716,0.45
mp-20729,0.47
mp-2384,0.27
mp-2393,0.37
mp-2593,0.29
mp-28722,0.24
mp-30585,0.34
mp-30661,0.41
mp-30819,0.31
mp-4196,0.22
mp-4198,0.42
mp-4250,0.31
mp-4653,0.25
mp-4854,0.24
mp-5014,0.33
mp-559976,0.22
mp-568430,0.36
mp-571428,0.3
mp-631339,0.21
mp-631754,0.37
mp-755323,0.29
mp-768368,0.1
mp-768572,0.22
mp-7931,0.25
mp-7986,0.15
mp-850978,0.27
mp-862841,0.34
mp-865195,0.33
mp-865206,0.34
mp-867846,0.31
mp-867895,0.31
mp-9146,0.41
mp-9289,0.23
mp-972494,0.28
mp-973060,0.32
mp-973974,0.42
mp-975299,0.45
mp-975321,0.45
mp-976025,0.01
mp-976412,0.34
mp-977439,0.38
mp-977555,0.5
mp-978823,0.28
mp-979417,0.32
mp-981385,0.19
mp-1003317,0.29
mp-1007853,0.33
mp-1008500,0.31
mp-1009014,0.37
mp-1009540,0.46
mp-1013708,0.34
mp-1016882,0.45
mp-1018115,-0.08
mp-1023213,0.59
mp-1025321,0.29
mp-1029293,0.32
mp-1029531,0.29
mp-1030,0.43
mp-10630,0.49
mp-10638,0.25
mp-1070,0.35
mp-1168,0.26
mp-1475,0.11
mp-15789,0.24
mp-15837,0.3
mp-1910,0.31
mp-19163,0.3
mp-19754,0.31
mp-20245,0.34
mp-20622,0.37
mp-22156,0.21
mp-22325,0.31
mp-22859,0.32
mp-28020,0.29
mp-30477,0.19
mp-30528,0.34
mp-30892,0.29
mp-3097,0.26
mp-31294,0.31
mp-4973,0.19
mp-554451,0.32
mp-555763,0.3
mp-558579,0.29
mp-559390,0.27
mp-568584,0.33
mp-570837,0.3
mp-625998,0.33
mp-669692,0.32
mp-676512,0.27
mp-7350,0.23
mp-7524,0.25
mp-7822,0.18
mp-7924,0.38
mp-8200,0.32
mp-8338,0.4
mp-8348,0.2
mp-850916,0.28
mp-862432,0.36
mp-862704,0.35
mp-867126,0.38
mp-867920,-0.27
mp-867922,0.28
mp-8922,0.31
mp-974799,0.19
mp-977572,0.3
mp-978509,0.4
mp-979935,0.29
mp-981548,0.35
mp-983229,0.36
mp-996987,0.28
mp-1005,0.24
mp-1008928,0.4
mp-1009264,0.34
mp-1018029,0.35
mp-13288,0.46
mp-14796,0.29
mp-15643,0.19
mp-16329,0.3
mp-1802,0.25
mp-19904,0.38
mp-20180,0.29
mp-21113,0.3
mp-21214,4.05
mp-2251,0.23
mp-2271,0.27
mp-22886,-3.09
mp-22901,0.39
mp-22919,0.35
mp-23697,4.0
mp-242,0.2
mp-2909,0.32
mp-30673,0.2
mp-30847,0.32
mp-3186,0.29
mp-32,0.19
mp-3605,0.31
mp-3804,0.21
mp-510430,0.2
mp-557753,0.29
mp-567929,0.28
mp-568424,0.31
mp-569364,0.09
mp-570690,0.16
mp-5924,0.24
mp-623,0.39
mp-631418,-7.79
mp-675104,0.3
mp-75,0.45
mp-775757,0.3
mp-861867,0.3
mp-861873,0.3
mp-864763,0.3
mp-9274,0.34
mp-933,0.22
mp-961655,0.5
mp-972244,0.26
mp-976159,0.33
mp-977434,0.3
mp-978304,0.24
mp-997617,0.23
mp-999395,0.36
mp-1008776,0.33
mp-1018068,0.55
mp-1029458,0.33
mp-11169,0.29
mp-11290,0.25
mp-11322,0.23
mp-15781,0.25
mp-15951,0.05
mp-16036,0.3
mp-1753,0.31
mp-19893,0.33
mp-2006,0.28
mp-22811,0.32
mp-2640,0.23
mp-30451,0.22
mp-3088,0.32
mp-31469,0.28
mp-33029,0.32
mp-3323,0.26
mp-3702,0.33
mp-546790,0.34
mp-558050,0.05
mp-568005,0.26
mp-6473,0.29
mp-6847,0.32
mp-773864,0.37
mp-8093,0.23
mp-862338,0.33
mp-862911,0.29
mp-865730,0.41
mp-867862,0.5
mp-9166,0.34
mp-922,0.32
mp-9472,0.36
mp-973738,-0.23
mp-978275,0.13
mp-978495,0.68
mp-978515,0.27
mp-978929,0.21
mp-978993,0.42
mp-985579,0.36
mp-10018,0.26
mp-1007918,0.4
mp-1013911,0.34
mp-1022721,-2.58
mp-1029396,0.33
mp-11489,0.36
mp-1272,0.34
mp-13149,0.19
mp-13474,0.18
mp-1409,0.28
mp-16238,0.3
mp-1857,0.27
mp-18946,0.29
mp-19069,0.37
mp-21765,0.38
mp-2280,0.32
mp-23251,0.35
mp-27198,0.31
mp-27227,0.38
mp-2768,0.25
mp-30774,0.33
mp-4025,0.2
mp-542435,0.23
mp-546633,0.42
mp-568269,0.25
mp-570122,0.27
mp-601820,0.28
mp-643009,0.22
mp-6560,0.26
mp-676011,0.3
mp-7477,0.25
mp-7573,0.24
mp-7599,0.18
mp-7863,0.2
mp-864978,0.31
mp-865170,0.67
mp-865630,5.91
mp-865869,0.35
mp-867317,0.34
mp-971,0.3
mp-974387,0.38
mp-975638,0.26
mp-976055,0.08
mp-977578,0.34
mp-978523,0.3
mp-979427,0.32
mp-996996,0.33
mp-999072,0.42
mp-1012640,0.25
mp-1025285,0.29
mp-11235,0.36
mp-12574,0.29
mp-1330,0.17
mp-13815,0.25
mp-139,0.26
mp-150,0.47
mp-1700,0.24
mp-1821,0.13
mp-1836,0.31
mp-20432,0.38
mp-22740,0.27
mp-22849,0.27
mp-2533,0.32
mp-2987,0.3
mp-30053,0.3
mp-30625,0.31
mp-30750,0.23
mp-31170,0.49
mp-463,0.26
mp-4784,0.3
mp-505005,0.31
mp-567787,0.42
mp-568596,0.42
mp-569679,0.22
mp-570904,0.35
mp-5929,0.26
mp-631562,0.99
mp-631567,0.7
mp-654812,0.3
mp-7228,0.27
mp-755298,0.28
mp-755480,0.4
mp-862728,0.36
mp-862943,0.36
mp-863652,0.36
mp-864622,0.37
mp-864991,1.03
mp-865163,0.36
mp-865878,0.32
mp-867879,0.34
mp-973847,0.3
mp-979936,0.24
mp-981200,0.52
mp-981390,0.67
mp-9830,0.28
mp-989592,0.26
mp-998552,0.23
mp-1008554,0.31
mp-1013582,0.27
mp-1018649,0.15
mp-1018664,0.34
mp-1025374,0.93
mp-11274,0.93
mp-11281,0.17
mp-13070,0.24
mp-16723,0.26
mp-19225,0.36
mp-22535,0.28
mp-29652,0.21
mp-3020,0.27
mp-30406,0.35
mp-30502,0.28
mp-30821,0.29
mp-35539,0.24
mp-5495,0.42
mp-559200,0.34
mp-569895,0.32
mp-582227,0.29
mp-631431,0.98
mp-6766,0.24
mp-6908,0.28
mp-754333,0.22
mp-772856,0.34
mp-866212,1.01
mp-8753,0.28
mp-957,0.46
mp-961716,0.43
mp-973834,0.43
mp-979435,0.26
mp-985292,0.43
mp-1009653,0.5
mp-1029595,0.28
mp-10654,0.41
mp-13963,0.16
mp-1406,0.36
mp-15649,0.24
mp-16287,0.33
mp-16488,0.22
mp-18746,0.27
mp-19140,0.64
mp-20066,0.27
mp-21054,0.29
mp-2339,0.34
mp-24082,0.35
mp-27831,0.29
mp-30045,0.26
mp-31510,0.27
mp-505249,0.3
mp-510402,0.29
mp-540791,0.29
mp-550820,0.26
mp-553961,0.34
mp-557233,0.29
mp-557559,0.27
mp-627,0.44
mp-758835,0.36
mp-7618,0.29
mp-777667,0.29
mp-850251,0.3
mp-861507,0.27
mp-861627,0.37
mp-865252,0.23
mp-866046,0.32
mp-9548,0.2
mp-975904,0.29
mp-1014229,0.29
mp-1037,0.32
mp-10398,0.29
mp-11276,0.29
mp-11416,0.2
mp-11596,0.33
mp-11958,0.33
mp-13254,0.22
mp-13363,0.37
mp-1547,0.3
mp-15695,0.32
mp-1591,0.21
mp-16326,0.33
mp-20195,0.31
mp-20249,0.27
mp-20489,0.3
mp-20862,0.28
mp-20883,0.32
mp-21024,0.29
mp-21087,0.36
mp-21272,0.21
mp-21306,0.27
mp-22496,0.43
mp-22701,0.31
mp-28282,0.3
mp-28897,0.36
mp-2895,0.24
mp-29761,0.07
mp-29862,-0.08
mp-30351,0.48
mp-3223,0.32
mp-570219,0.28
mp-570775,0.32
mp-571552,0.27
mp-631255,3.27
mp-7226,0.3
mp-756134,0.28
mp-7979,0.33
mp-829,0.35
mp-861937,0.23
mp-862881,0.31
mp-864772,0.26
mp-865094,0.31
mp-865120,0.31
mp-865338,0.31
mp-865403,0.22
mp-865894,0.34
mp-961706,0.32
mp-974558,0.48
mp-9853,0.21
mp-985303,0.24
mp-989540,0.05
mp-1001019,0.34
mp-1002183,0.35
mp-1013528,0.26
mp-1017632,0.3
mp-1018645,0.72
mp-1025360,0.39
mp-1029407,0.29
mp-11269,0.3
mp-127,0.31
mp-1921,0.24
mp-19747,0.32
mp-22312,0.31
mp-22637,0.27
mp-22692,-0.0
mp-2319,0.2
mp-2689,0.27
mp-27507,0.31
mp-2775,0.26
mp-2780,0.26
mp-2850,0.27
mp-3034,0.24
mp-30409,0.31
mp-30457,0.23
mp-31118,0.29
mp-33365,0.47
mp-3748,0.28
mp-4342,0.23
mp-435,0.38
mp-4428,0.28
mp-4979,0.26
mp-510625,0.33
mp-5605,0.26
mp-568619,0.16
mp-569170,0.26
mp-570483,0.36
mp-600561,0.31
mp-690490,0.28
mp-7621,-0.2
mp-7834,0.3
mp-861735,0.47
mp-862379,0.32
mp-864805,0.35
mp-864947,0.92
mp-867143,0.24
mp-867915,0.26
mp-881,0.07
mp-902,0.21
mp-976784,0.43
mp-978034,0.38
mp-984352,0.27
mp-998554,0.34
mvc-13995,0.33
mp-1002114,0.59
mp-1003313,0.24
mp-1003322,0.26
mp-1009766,0.49
mp-1013716,0.29
mp-1021489,0.27
mp-1077353,0.4
mp-13504,0.24
mp-1373,0.38
mp-1649,0.4
mp-16733,0.25
mp-1989,0.24
mp-22935,0.16
mp-29615,0.32
mp-3053,0.35
mp-30767,0.16
mp-36216,0.34
mp-552098,0.35
mp-557142,0.23
mp-5594,0.3
mp-559959,0.38
mp-561511,0.18
mp-569073,0.27
mp-569628,0.34
mp-580931,0.4
mp-603719,0.19
mp-670,0.29
mp-695850,0.35
mp-7422,0.32
mp-7947,0.4
mp-8335,0.27
mp-864765,0.32
mp-864896,0.31
mp-865529,0.47
mp-866162,0.4
mp-9719,0.22
mp-973022,0.34
mp-975423,0.3
mp-976263,0.14
mp-980052,0.26
mp-981393,0.35
mp-981458,0.32
mp-1002109,0.35
mp-1021667,0.42
mp-1172,0.28
mp-1359,0.32
mp-16376,0.3
mp-1799,0.29
mp-18854,0.19
mp-1918,0.32
mp-19736,0.47
mp-19857,0.26
mp-25542,0.33
mp-2664,0.37
mp-2713,0.33
mp-28319,0.15
mp-29057,0.21
mp-484,0.22
mp-5620,0.28
mp-567503,0.28
mp-569423,0.43
mp-569927,0.25
mp-5820,0.25
mp-610972,0.38
mp-631475,0.73
mp-640885,0.27
mp-672233,0.36
mp-673245,0.33
mp-675464,0.36
mp-684031,0.23
mp-690525,0.31
mp-695,0.27
mp-7168,0.32
mp-7223,0.14
mp-7424,0.38
mp-7429,0.31
mp-753508,0.32
mp-755302,0.41
mp-863737,0.25
mp-867195,0.35
mp-9583,0.3
mp-971979,0.3
mp-976023,0.27
mp-978264,0.43
mp-978519,0.28
mp-998894,0.4
mp-999336,0.34
mp-1024071,0.41
mp-13364,0.25
mp-1410,0.21
mp-1895,0.36
mp-19252,0.28
mp-20325,0.24
mp-20337,0.33
mp-20940,0.31
mp-2125,0.21
mp-21851,0.3
mp-2716,0.39
mp-2893,0.27
mp-29091,0.29
mp-2914,0.27
mp-30073,0.24
mp-3035,0.28
mp-30981,0.23
mp-36033,0.3
mp-4896,0.38
mp-505825,0.31
mp-568865,0.28
mp-569289,0.36
mp-6494,0.31
mp-753380,0.36
mp-7577,0.27
mp-7785,0.32
mp-784631,0.29
mp-7937,0.24
mp-797,0.33
mp-862256,0.55
mp-865517,0.35
mp-9453,0.26
mp-973109,0.51
mp-976321,0.61
mp-976806,0.43
mp-977264,0.28
mp-980062,0.25
mp-984356,0.02
mp-989642,0.43
mp-1008274,0.27
mp-10166,0.39
mp-1025386,0.36
mp-10457,0.27
mp-1073,0.29
mp-10877,0.22
mp-1114,0.23
mp-11550,0.36
mp-11583,0.31
mp-1332,0.29
mp-15793,0.23
mp-16228,1.35
mp-1718,0.29
mp-21345,0.25
mp-2573,0.14
mp-265,0.23
mp-2678,0.26
mp-27660,0.3
mp-27689,0.28
mp-3054,0.29
mp-31017,0.23
mp-4150,0.3
mp-4483,0.34
mp-5077,0.19
mp-5373,0.28
mp-569197,0.23
mp-5702,0.33
mp-570641,0.16
mp-571499,0.34
mp-637179,0.26
mp-640041,0.33
mp-755013,0.21
mp-769096,0.21
mp-7832,0.26
mp-79,0.27
mp-7973,0.25
mp-862854,0.35
mp-864667,0.55
mp-865235,0.22
mp-865997,0.25
mp-866168,0.46
mp-866191,0.19
mp-867343,0.36
mp-8765,0.3
mp-962067,0.44
mp-971891,0.41
mp-973956,0.36
mp-976060,0.24
mp-976856,0.54
mp-977428,0.25
mp-981386,0.45
mp-9819,0.44
mp-984104,0.36
mp-984712,0.31
mp-988939,0.39
mp-989609,0.29
mp-9902,0.24
mp-998901,-3.94
mp-999446,0.49
mp-1002221,0.24
mp-1008285,0.43
mp-1008734,1.14
mp-1009733,0.23
mp-1014462,0.69
mp-1047,0.27
mp-1062,0.36
mp-10658,0.23
mp-10714,0.32
mp-10764,0.19
mp-10924,0.29
mp-1093,0.28
mp-11421,0.61
mp-1239,0.25
mp-15780,0.33
mp-16271,0.34
mp-16775,0.36
mp-23060,0.27
mp-23201,0.33
mp-24011,0.22
mp-2478,0.18
mp-29210,0.16
mp-2988,0.27
mp-30460,0.24
mp-348,0.35
mp-3488,0.31
mp-4105,0.23
mp-567713,0.22
mp-570272,0.32
mp-600428,0.2
mp-6008,0.24
mp-7352,0.28
mp-786,0.2
mp-862837,0.42
mp-866081,0.39
mp-867859,0.35
mp-867911,0.45
mp-977445,0.36
mvc-13960,-0.01
mp-1006886,-0.1
mp-1008559,0.15
mp-1009083,0.3
mp-1016846,0.4
mp-1018659,0.25
mp-11155,0.19
mp-11834,0.32
mp-1209,0.34
mp-12609,0.43
mp-1399,0.36
mp-1482,0.24
mp-15179,0.3
mp-17129,0.28
mp-2065,0.22
mp-22979,0.27
mp-23188,0.41
mp-2334,0.3
mp-2396,0.39
mp-241,0.37
mp-3107,0.32
mp-401,0.23
mp-4148,0.32
mp-4484,0.27
mp-540925,0.35
mp-548403,0.44
mp-55,0.38
mp-551736,-2.14
mp-568595,0.2
mp-569106,0.24
mp-570998,0.21
mp-5916,0.25
mp-632402,0.36
mp-641539,0.26
mp-643409,0.29
mp-7003,0.29
mp-7007,0.26
mp-7603,0.25
mp-7918,0.24
mp-7928,0.29
mp-8123,0.23
mp-862288,0.37
mp-862609,0.3
mp-8638,0.31
mp-864948,0.61
mp-864949,0.3
mp-867802,0.32
mp-867909,0.34
mp-972002,0.28
mp-973265,-0.95
mp-978267,0.35
mp-980199,0.29
mp-9872,0.18
mp-999190,0.27
mp-999292,0.55
mp-1007821,0.36
mp-1009217,0.34
mp-1024955,0.31
mp-10293,0.38
mp-11364,0.35
mp-11452,0.28
mp-11578,0.26
mp-1176,0.36
mp-12414,0.24
mp-12427,0.25
mp-1282,0.23
mp-1314,0.16
mp-1462,0.36
mp-19086,0.33
mp-19412,0.24
mp-2049,0.36
mp-20690,0.2
mp-2726,0.34
mp-27319,0.28
mp-27840,0.28
mp-29748,0.29
mp-29806,0.33
mp-33723,0.24
mp-4187,0.28
mp-555037,0.33
mp-567462,0.23
mp-568069,0.36
mp-568428,0.27
mp-569250,0.31
mp-569331,0.35
mp-631256,0.54
mp-631320,0.44
mp-685036,0.25
mp-7440,0.3
mp-753629,0.28
mp-754673,0.3
mp-776952,0.27
mp-8145,0.25
mp-8583,0.29
mp-861881,0.44
mp-862778,0.3
mp-864655,0.32
mp-864857,0.36
mp-865212,0.26
mp-865237,0.32
mp-865353,0.24
mp-8860,0.29
mp-9586,0.31
mp-972456,0.27
mp-975255,0.33
mp-975383,-0.14
mp-978278,0.27
mp-985471,0.39
mp-1002207,0.45
mp-1008610,0.42
mp-1025218,0.35
mp-1025377,0.36
mp-1025431,0.35
mp-10759,0.19
mp-1250,0.27
mp-19920,0.25
mp-20426,0.36
mp-20586,0.34
mp-20753,0.27
mp-21175,0.4
mp-21215,0.38
mp-21251,0.24
mp-22786,0.29
mp-23152,0.31
mp-27456,0.33
mp-2955,0.25
mp-29646,0.23
mp-29866,0.2
mp-30657,0.39
mp-3553,0.25
mp-4228,0.24
mp-567244,0.35
mp-571653,0.13
mp-625055,0.28
mp-675349,0.3
mp-71,0.25
mp-754327,0.33
mp-754478,0.3
mp-758933,0.16
mp-7915,0.24
mp-7927,0.26
mp-8110,0.23
mp-867908,0.43
mp-8771,0.21
mp-9164,0.28
mp-984873,0.31
mp-990,0.33
mp-999139,0.27
mp-1013548,0.16
mp-1014,0.45
mp-1019357,0.3
mp-1025045,0.33
mp-1025397,0.29
mp-1029337,0.28
mp-1084,0.17
mp-12467,0.22
mp-18513,0.26
mp-19946,0.33
mp-20111,0.21
mp-23159,0.36
mp-27710,0.15
mp-2851,0.29
mp-3637,0.3
mp-37214,0.19
mp-4030,0.34
mp-510281,0.34
mp-558125,0.25
mp-567220,0.26
mp-567618,0.41
mp-568002,0.31
mp-648,0.24
mp-7466,0.32
