ids,target,prediction 
mp-21141,0.29,0.22028522
mp-22271,0.26,0.2535025
mp-23260,0.33,0.14364903
mp-28230,0.33,0.14297794
mp-28270,0.35,0.21951108
mp-3415,0.28,0.19202508
mp-4175,0.25,0.29132348
mp-4243,0.3,0.9900679
mp-4370,0.32,0.13096218
mp-5388,0.36,0.2367679
mp-540999,0.66,0.317169
mp-546266,0.27,0.19123293
mp-561079,0.26,0.0937164
mp-567362,0.56,-0.45009637
mp-568735,0.16,-0.14995357
mp-581707,0.41,0.6682546
mp-6270,0.28,0.22943158
mp-7170,0.22,0.047471747
mp-733,0.21,0.33338684
mp-760408,0.28,0.2716034
mp-861947,0.26,0.24641742
mp-861979,0.28,-1.3592616
mp-864799,0.27,0.19794653
mp-865162,0.32,0.20279957
mp-866133,0.36,0.30844373
mp-866171,0.4,0.4076544
mp-985828,0.37,-0.6943185
mp-9930,0.31,0.1732345
mp-997051,0.56,0.117896006
mp-9989,0.26,0.34805638
mvc-16001,1.6,0.7285721
mp-1018081,0.18,0.036610052
mp-1022553,0.3,0.5550316
mp-10680,0.31,0.15316631
mp-11390,-0.01,-0.15104268
mp-12005,0.2,0.27613539
mp-20474,0.33,0.20161076
mp-21455,0.25,0.03403668
mp-24081,0.28,0.18731664
mp-27677,0.32,0.23810671
mp-27725,0.18,0.18703137
mp-28283,0.27,0.22259255
mp-30207,0.27,0.18094547
mp-30251,0.4,0.42342025
mp-38818,0.18,0.47753143
mp-570491,0.31,0.32352144
mp-604884,0.21,0.09592377
mp-613989,0.31,0.2426366
mp-631390,0.56,0.70586973
mp-631441,0.19,-0.11652795
mp-631442,0.53,0.25543898
mp-631571,0.19,0.05265291
mp-6493,0.27,0.11062406
mp-684597,0.3,0.5027922
mp-757031,0.29,0.10910736
mp-864771,0.33,0.68211544
mp-867242,0.25,0.16634797
mp-9550,0.24,0.70756555
mp-962063,0.37,0.32409674
mp-978276,0.27,0.3115015
mp-983358,0.27,0.61605585
mp-1009750,0.35,0.33291864
mp-1018040,0.23,0.5201964
mp-1018122,0.22,0.58295625
mp-1159,0.38,0.55489355
mp-1170,0.21,0.2681476
mp-1958,0.25,0.24696003
mp-20214,0.26,0.11978118
mp-20555,0.54,0.8607848
mp-21276,0.26,0.5249008
mp-22003,0.37,-0.11664654
mp-251,0.33,0.8990683
mp-35082,0.31,0.17828013
mp-561949,0.38,0.42345178
mp-570232,0.27,0.079991564
mp-7251,0.26,0.21044736
mp-747,0.33,0.25894046
mp-754960,-0.28,0.1423185
mp-755219,0.35,0.17836438
mp-761390,0.29,0.10420631
mp-861946,0.24,0.14758037
mp-865076,0.41,0.30469984
mp-867285,0.32,0.32067806
mp-971682,0.28,0.16935821
mp-973300,0.27,0.39722925
mp-975065,0.3,0.722104
mp-1008556,0.25,0.35037023
mp-1009596,0.53,1.2927397
mp-11571,0.4,0.30200744
mp-12360,0.34,0.19957463
mp-1674,0.33,0.47658885
mp-20525,0.31,0.07910739
mp-20716,0.45,0.2728762
mp-2384,0.27,0.1719489
mp-2393,0.37,0.39359033
mp-30661,0.41,0.41839874
mp-30819,0.31,0.5108296
mp-4196,0.22,0.119634435
mp-4198,0.42,0.09891926
mp-5014,0.33,0.3060373
mp-559976,0.22,0.28707892
mp-631754,0.37,0.12440376
mp-755323,0.29,0.28374118
mp-768368,0.1,0.35851365
mp-7931,0.25,0.44540864
mp-850978,0.27,0.34128553
mp-865206,0.34,0.2540993
mp-867895,0.31,0.3673101
mp-9146,0.41,0.3068627
mp-9289,0.23,0.19344686
mp-973060,0.32,0.03849952
mp-973974,0.42,0.14571892
mp-975299,0.45,0.30566782
mp-975321,0.45,0.22755869
mp-976025,0.01,0.3792898
mp-976412,0.34,0.42536682
mp-977439,0.38,0.15027307
mp-977555,0.5,0.15777533
mp-979417,0.32,0.36173463
mp-981385,0.19,-0.011082694
mp-1003317,0.29,0.15164809
mp-1007853,0.33,0.14854373
mp-1009014,0.37,0.44864434
mp-1009540,0.46,0.42652482
mp-1013708,0.34,0.10445748
mp-1016882,0.45,0.32989848
mp-1023213,0.59,0.47350305
mp-1025321,0.29,0.35394388
mp-1029293,0.32,0.38206774
mp-1030,0.43,0.48432726
mp-10630,0.49,0.34545863
mp-10638,0.25,0.29694104
mp-1070,0.35,0.38119096
mp-1168,0.26,-0.04394339
mp-15837,0.3,-0.008783147
mp-19163,0.3,0.13219292
mp-19754,0.31,0.10835077
mp-20245,0.34,0.09432225
mp-20622,0.37,0.087090865
mp-22859,0.32,0.47101682
mp-28020,0.29,0.43205446
mp-30477,0.19,-0.063153684
mp-3097,0.26,0.23620327
mp-31294,0.31,0.2764548
mp-554451,0.32,0.18793865
mp-555763,0.3,0.04729171
mp-558579,0.29,0.39868516
mp-559390,0.27,0.34229726
mp-669692,0.32,0.110428885
mp-676512,0.27,0.27684802
mp-7350,0.23,0.46387404
mp-7822,0.18,0.39798325
mp-7924,0.38,-0.14893566
mp-8200,0.32,0.9230364
mp-8338,0.4,-0.04417686
mp-850916,0.28,0.1260507
mp-862432,0.36,0.12836398
mp-862704,0.35,0.22295825
mp-867126,0.38,0.5199414
mp-867920,-0.27,0.07842086
mp-867922,0.28,0.3334605
mp-8922,0.31,0.5186543
mp-974799,0.19,0.22892793
mp-977572,0.3,0.46568167
mp-978509,0.4,0.509111
mp-979935,0.29,0.30230963
mp-1005,0.24,0.019412413
mp-1008928,0.4,0.19395982
mp-13288,0.46,0.43879342
mp-14796,0.29,0.23128854
mp-15643,0.19,0.3586027
mp-16329,0.3,0.25878513
mp-19904,0.38,0.4184472
mp-21214,4.05,0.35455316
mp-2251,0.23,0.4707231
mp-2271,0.27,0.24559523
mp-22886,-3.09,-1.0700879
mp-22901,0.39,0.34831893
mp-22919,0.35,-0.13749784
mp-23697,4.0,0.5585875
mp-242,0.2,0.1179892
mp-2909,0.32,0.46989095
mp-30673,0.2,3.37081
mp-30847,0.32,0.3974887
mp-3186,0.29,0.4185238
mp-3605,0.31,0.06730105
mp-510430,0.2,0.44180888
mp-557753,0.29,0.36630636
mp-567929,0.28,-0.031777337
mp-569364,0.09,0.23598818
mp-570690,0.16,-0.06321506
mp-5924,0.24,-0.012353972
mp-623,0.39,0.20707963
mp-631418,-7.79,0.09428649
mp-675104,0.3,0.08051495
mp-75,0.45,0.39661944
mp-775757,0.3,0.22152393
mp-861873,0.3,0.2848696
mp-9274,0.34,0.14917059
mp-961655,0.5,0.101111844
mp-972244,0.26,0.30140865
mp-976159,0.33,0.2693751
mp-977434,0.3,0.25416654
mp-978304,0.24,0.21059375
mp-997617,0.23,0.41430467
mp-999395,0.36,0.2355686
mp-1008776,0.33,2.4505677
mp-1018068,0.55,0.17774259
mp-1029458,0.33,0.29745948
mp-11169,0.29,0.26586723
mp-16036,0.3,0.20722042
mp-1753,0.31,-0.23967777
mp-2006,0.28,0.11343385
mp-22811,0.32,0.45669937
mp-2640,0.23,0.6735855
mp-30451,0.22,0.1488945
mp-3088,0.32,0.20614956
mp-31469,0.28,0.29163647
mp-33029,0.32,-0.011738345
mp-546790,0.34,0.272622
mp-6473,0.29,0.25304753
mp-6847,0.32,0.053529993
mp-773864,0.37,0.09464227
mp-8093,0.23,0.28277743
mp-862338,0.33,0.24328013
mp-862911,0.29,0.40680397
mp-865730,0.41,0.56830424
mp-9166,0.34,0.15999411
mp-922,0.32,0.12920861
mp-9472,0.36,0.3573516
mp-973738,-0.23,0.26778716
mp-978275,0.13,0.48439193
mp-978495,0.68,0.2861339
mp-978929,0.21,0.2859251
mp-978993,0.42,0.47742414
mp-985579,0.36,0.33826256
mp-1007918,0.4,0.3720501
mp-1022721,-2.58,0.3386165
mp-1029396,0.33,0.45002675
mp-11489,0.36,0.42006058
mp-1272,0.34,0.47053134
mp-13149,0.19,0.5363472
mp-13474,0.18,0.65924674
mp-1409,0.28,0.6411891
mp-1857,0.27,0.7237841
mp-18946,0.29,0.28381222
mp-2280,0.32,0.36456138
mp-23251,0.35,0.4850064
mp-27198,0.31,0.23460351
mp-27227,0.38,0.028991356
mp-2768,0.25,0.32111686
mp-30774,0.33,0.2099232
mp-4025,0.2,0.5445165
mp-542435,0.23,0.44603765
mp-546633,0.42,0.090397134
mp-568269,0.25,0.3742013
mp-601820,0.28,-0.029672697
mp-643009,0.22,0.23228072
mp-6560,0.26,0.1899759
mp-676011,0.3,0.41640204
mp-7477,0.25,0.11853479
mp-7573,0.24,0.12854318
mp-7599,0.18,0.23549725
mp-7863,0.2,0.21779148
mp-865170,0.67,0.33126563
mp-865630,5.91,0.60066515
mp-865869,0.35,0.20151524
mp-867317,0.34,0.536305
mp-971,0.3,0.3453691
mp-974387,0.38,0.39279014
mp-975638,0.26,0.3776719
mp-976055,0.08,0.21711533
mp-977578,0.34,0.35530746
mp-999072,0.42,0.18779598
mp-1012640,0.25,0.26429093
mp-1330,0.17,-0.048042044
mp-139,0.26,0.09126131
mp-150,0.47,0.34847897
mp-1821,0.13,0.29038328
mp-20432,0.38,0.2014905
mp-22740,0.27,0.15590869
mp-22849,0.27,0.04398279
mp-2533,0.32,0.20880024
mp-2987,0.3,0.3778522
mp-30625,0.31,0.35339487
mp-30750,0.23,0.15205605
mp-31170,0.49,0.31005096
mp-4784,0.3,0.20992608
mp-505005,0.31,0.19065271
mp-568596,0.42,0.3262087
mp-569679,0.22,0.49655646
mp-570904,0.35,0.26691246
mp-631562,0.99,0.6373531
mp-631567,0.7,0.22570784
mp-654812,0.3,0.1570913
mp-7228,0.27,0.1422932
mp-755298,0.28,0.267146
mp-862943,0.36,0.36232513
mp-864622,0.37,0.19522522
mp-864991,1.03,0.19961406
mp-865163,0.36,0.44092697
mp-867879,0.34,0.5156041
mp-979936,0.24,0.29813403
mp-981200,0.52,0.25770319
mp-981390,0.67,0.25595987
mp-9830,0.28,0.27602255
mp-989592,0.26,0.256836
mp-1008554,0.31,0.5420054
mp-1013582,0.27,0.057703897
mp-1018649,0.15,0.2176459
mp-1018664,0.34,0.22599266
mp-1025374,0.93,0.63485146
mp-11274,0.93,0.083463445
mp-11281,0.17,0.3344171
mp-19225,0.36,0.08630274
mp-22535,0.28,0.4164291
mp-30406,0.35,0.30812114
mp-35539,0.24,0.2939896
mp-5495,0.42,0.17084606
mp-582227,0.29,0.28066432
mp-631431,0.98,0.4483961
mp-6908,0.28,0.3623405
mp-754333,0.22,0.47764224
mp-772856,0.34,0.25185847
mp-866212,1.01,0.45622295
mp-8753,0.28,0.043184653
mp-957,0.46,-0.07797764
mp-961716,0.43,0.08165111
mp-973834,0.43,0.596209
mp-985292,0.43,0.006591901
mp-1029595,0.28,0.3913502
mp-13963,0.16,0.21954556
mp-1406,0.36,0.5495369
mp-16287,0.33,0.23575686
mp-16488,0.22,0.067814276
mp-18746,0.27,0.34591353
mp-21054,0.29,0.37853664
mp-24082,0.35,0.5000705
mp-27831,0.29,0.5708189
mp-30045,0.26,0.0015866309
mp-31510,0.27,0.08511405
mp-510402,0.29,0.21595274
mp-557233,0.29,0.10744272
mp-557559,0.27,0.10861687
mp-627,0.44,0.37748677
mp-7618,0.29,0.5538836
mp-777667,0.29,0.10157426
mp-850251,0.3,0.042501345
mp-861507,0.27,0.2742266
mp-861627,0.37,0.43694574
mp-866046,0.32,1.0405699
mp-9548,0.2,0.7736818
mp-1037,0.32,0.3583302
mp-10398,0.29,0.3732171
mp-11276,0.29,0.34499532
mp-11416,0.2,0.07339685
mp-13254,0.22,0.18944164
mp-13363,0.37,0.48179787
mp-15695,0.32,0.33739096
mp-20195,0.31,0.20784022
mp-20489,0.3,0.12883799
mp-21024,0.29,0.6450361
mp-21087,0.36,0.53205943
mp-21272,0.21,0.21739842
mp-22496,0.43,0.3143862
mp-28897,0.36,0.021558627
mp-2895,0.24,0.016073868
mp-29761,0.07,0.3001566
mp-29862,-0.08,0.053862408
mp-30351,0.48,0.42623043
mp-3223,0.32,0.29445755
mp-570219,0.28,0.10441728
mp-571552,0.27,0.110746965
mp-631255,3.27,1.3640321
mp-861937,0.23,0.3826328
mp-865094,0.31,0.5374654
mp-865338,0.31,0.30461526
mp-865403,0.22,0.2697379
mp-865894,0.34,0.41635853
mp-961706,0.32,0.20553152
mp-974558,0.48,0.10219921
mp-985303,0.24,0.44196004
mp-1002183,0.35,0.012600139
mp-1013528,0.26,0.1342433
mp-1017632,0.3,0.22459193
mp-1018645,0.72,0.20587547
mp-1025360,0.39,0.23161714
mp-1029407,0.29,0.45654768
mp-11269,0.3,0.17009793
mp-127,0.31,0.31157726
mp-1921,0.24,0.014759257
mp-19747,0.32,0.66925675
mp-2319,0.2,0.29549903
mp-2689,0.27,0.14548557
mp-2775,0.26,0.17997415
mp-2780,0.26,0.29677826
mp-3034,0.24,0.20891826
mp-30409,0.31,0.24518238
mp-30457,0.23,-0.22321397
mp-31118,0.29,0.15625842
mp-33365,0.47,0.12127249
mp-4342,0.23,0.2907114
mp-435,0.38,0.21555708
mp-4428,0.28,0.14341228
mp-4979,0.26,0.31258374
mp-510625,0.33,0.2131802
mp-5605,0.26,0.21526502
mp-570483,0.36,0.3374719
mp-600561,0.31,0.53483963
mp-690490,0.28,0.24342315
mp-7834,0.3,-0.07544853
mp-861735,0.47,0.14812894
mp-862379,0.32,0.38704842
mp-864805,0.35,0.37506074
mp-864947,0.92,0.44481403
mp-867143,0.24,0.12978233
mp-881,0.07,0.19442885
mp-978034,0.38,0.05408342
mp-984352,0.27,0.35532898
mp-998554,0.34,0.38245177
mp-1002114,0.59,0.24024732
mp-1003313,0.24,0.23227368
mp-1003322,0.26,0.12028389
mp-1009766,0.49,0.54177326
mp-1013716,0.29,-0.12569013
mp-1021489,0.27,0.39161414
mp-1077353,0.4,0.6107569
mp-13504,0.24,0.19403975
mp-1373,0.38,0.38323689
mp-1649,0.4,-0.013657257
mp-16733,0.25,0.049674198
mp-1989,0.24,0.3047155
mp-29615,0.32,-0.11555904
mp-3053,0.35,0.41929185
mp-36216,0.34,0.19038187
mp-552098,0.35,0.13052075
mp-557142,0.23,0.46284908
mp-5594,0.3,-0.051823795
mp-561511,0.18,0.11228429
mp-569073,0.27,0.14488272
mp-580931,0.4,-0.32511818
mp-603719,0.19,0.16587685
mp-670,0.29,0.18048532
mp-695850,0.35,0.21707211
mp-7422,0.32,0.15630947
mp-8335,0.27,0.08445434
mp-864765,0.32,0.11362104
mp-864896,0.31,0.195962
mp-973022,0.34,0.29054946
mp-980052,0.26,0.2990877
mp-981393,0.35,0.31570917
mp-981458,0.32,0.52397007
mp-1002109,0.35,0.4628067
mp-1021667,0.42,0.077960655
mp-1172,0.28,0.73308784
mp-1359,0.32,0.34045762
mp-16376,0.3,0.5503582
mp-1799,0.29,0.17287119
mp-1918,0.32,0.7980003
mp-19736,0.47,0.47294766
mp-19857,0.26,0.20783766
mp-25542,0.33,0.19606893
mp-2664,0.37,0.07412557
mp-2713,0.33,-1.2935454
mp-29057,0.21,0.07217543
mp-484,0.22,0.1625893
mp-5620,0.28,0.32381457
mp-567503,0.28,0.084342584
mp-569927,0.25,0.24670957
mp-5820,0.25,-0.030493677
mp-610972,0.38,0.620943
mp-631475,0.73,0.20995127
mp-640885,0.27,0.23067875
mp-672233,0.36,-0.065166175
mp-673245,0.33,0.62774855
mp-690525,0.31,0.1339037
mp-695,0.27,0.18056814
mp-7168,0.32,-0.40855253
mp-7223,0.14,0.19633894
mp-7424,0.38,0.52757406
mp-7429,0.31,0.12974994
mp-755302,0.41,0.07860245
mp-863737,0.25,0.38805014
mp-867195,0.35,0.3006341
mp-9583,0.3,0.5303339
mp-976023,0.27,0.3606426
mp-978264,0.43,0.30475402
mp-978519,0.28,0.33481157
mp-998894,0.4,1.219191
mp-1024071,0.41,0.6534538
mp-13364,0.25,0.07350297
mp-1410,0.21,0.3173507
mp-19252,0.28,0.47133702
mp-20325,0.24,0.6385277
mp-20337,0.33,0.01253666
mp-2125,0.21,0.12279503
mp-21851,0.3,0.3095848
mp-2716,0.39,0.91568226
mp-2893,0.27,0.3119421
mp-29091,0.29,0.28656775
mp-30073,0.24,0.20358022
mp-30981,0.23,0.5676801
mp-36033,0.3,-0.37531102
mp-4896,0.38,0.1527007
mp-568865,0.28,0.16564278
mp-569289,0.36,0.5216285
mp-6494,0.31,0.058673725
mp-753380,0.36,0.25601673
mp-784631,0.29,0.55022395
mp-797,0.33,0.5586329
mp-862256,0.55,0.24598633
mp-9453,0.26,0.10971509
mp-976321,0.61,0.34508127
mp-976806,0.43,0.4261281
mp-977264,0.28,0.6567984
mp-980062,0.25,0.17541926
mp-984356,0.02,0.3533916
mp-989642,0.43,0.38943183
mp-1008274,0.27,0.38475734
mp-10166,0.39,0.44611233
mp-1025386,0.36,0.3312797
mp-10457,0.27,0.016187683
mp-1114,0.23,1.0983775
mp-11550,0.36,0.30408853
mp-11583,0.31,0.30200225
mp-16228,1.35,0.1109695
mp-1718,0.29,0.24038623
mp-21345,0.25,0.27104145
mp-2573,0.14,0.51353174
mp-2678,0.26,-0.0109458715
mp-27660,0.3,0.25106066
mp-27689,0.28,0.40363032
mp-3054,0.29,0.41946334
mp-31017,0.23,0.012804732
mp-4150,0.3,0.2574886
mp-4483,0.34,0.29067284
mp-5077,0.19,0.26217133
mp-5373,0.28,0.13465242
mp-569197,0.23,0.25452954
mp-5702,0.33,0.26708394
mp-570641,0.16,-0.089578435
mp-571499,0.34,-0.39426392
mp-637179,0.26,0.14797921
mp-755013,0.21,0.40022492
mp-769096,0.21,0.32548827
mp-7973,0.25,0.22701977
mp-862854,0.35,0.31946427
mp-866168,0.46,0.40391833
mp-866191,0.19,0.44861513
mp-867343,0.36,0.3599289
mp-962067,0.44,-0.21154836
mp-971891,0.41,0.13447101
mp-973956,0.36,0.42649513
mp-976856,0.54,1.1088625
mp-977428,0.25,0.027154028
mp-981386,0.45,-0.06099315
mp-984104,0.36,0.19774704
mp-984712,0.31,0.19144209
mp-988939,0.39,0.080047145
mp-989609,0.29,0.6186496
mp-998901,-3.94,0.07111187
mp-1002221,0.24,0.09442718
mp-1008285,0.43,-0.13769263
mp-1008734,1.14,-0.15425767
mp-1009733,0.23,-3.421421
mp-1014462,0.69,0.3895269
mp-1047,0.27,0.12544225
mp-1062,0.36,-0.040571526
mp-10658,0.23,0.1174808
mp-10714,0.32,0.09389366
mp-10764,0.19,-0.40260684
mp-10924,0.29,-0.6708416
mp-1093,0.28,0.74234045
mp-1239,0.25,-0.5099984
mp-15780,0.33,0.30980766
mp-16775,0.36,0.37360096
mp-23201,0.33,-0.038742825
mp-24011,0.22,0.2945217
mp-29210,0.16,0.22071455
mp-2988,0.27,0.24427085
mp-30460,0.24,0.07188316
mp-3488,0.31,0.28934228
mp-4105,0.23,0.2589265
mp-567713,0.22,-0.37783554
mp-570272,0.32,0.19881476
mp-600428,0.2,0.056448206
mp-7352,0.28,0.12356044
mp-862837,0.42,0.37812716
mp-867859,0.35,0.27960736
mp-867911,0.45,0.42095655
mp-977445,0.36,0.38423282
mvc-13960,-0.01,0.13496993
mp-1008559,0.15,1.0046971
mp-1009083,0.3,0.4627617
mp-11834,0.32,0.2062367
mp-1209,0.34,0.3996398
mp-12609,0.43,0.52011555
mp-1399,0.36,0.21716665
mp-15179,0.3,0.12067731
mp-17129,0.28,0.33493662
mp-23188,0.41,-0.06342654
mp-2334,0.3,0.23324196
mp-2396,0.39,0.08869414
mp-3107,0.32,-0.46018153
mp-4148,0.32,0.15592735
mp-4484,0.27,0.22570132
mp-540925,0.35,0.3756532
mp-548403,0.44,-0.14206582
mp-55,0.38,0.19571985
mp-551736,-2.14,0.11061148
mp-568595,0.2,0.06632577
mp-569106,0.24,0.45581877
mp-570998,0.21,0.25759178
mp-5916,0.25,0.22213344
mp-632402,0.36,0.33936203
mp-641539,0.26,0.3551514
mp-7003,0.29,0.29479438
mp-7007,0.26,-0.012997523
mp-7928,0.29,0.14036115
mp-8123,0.23,0.17322658
mp-862609,0.3,0.31044358
mp-8638,0.31,0.24279095
mp-864948,0.61,-0.21982253
mp-867802,0.32,0.1910385
mp-972002,0.28,0.21898015
mp-973265,-0.95,0.37990516
mp-978267,0.35,0.37717944
mp-980199,0.29,0.33596516
mp-9872,0.18,0.20877828
mp-999292,0.55,0.70457315
mp-1007821,0.36,0.20277123
mp-1024955,0.31,0.37202984
mp-10293,0.38,0.25884503
mp-11364,0.35,0.2557428
mp-11452,0.28,0.42989236
mp-11578,0.26,0.20793806
mp-1282,0.23,-0.5466496
mp-1314,0.16,0.36887175
mp-19412,0.24,0.5081538
mp-2049,0.36,0.33669943
mp-20690,0.2,-0.0036196709
mp-2726,0.34,0.2971238
mp-27319,0.28,0.08250384
mp-27840,0.28,0.53347
mp-29748,0.29,0.22935258
mp-29806,0.33,0.36094725
mp-4187,0.28,0.29889953
mp-567462,0.23,0.026862144
mp-568069,0.36,0.66153044
mp-568428,0.27,0.24729069
mp-569250,0.31,0.6538786
mp-569331,0.35,0.10227992
mp-631256,0.54,0.09023933
mp-631320,0.44,0.10798566
mp-685036,0.25,0.21023653
mp-753629,0.28,-0.032869413
mp-754673,0.3,0.15272276
mp-776952,0.27,0.43507606
mp-8145,0.25,0.22535942
mp-8583,0.29,0.20018534
mp-861881,0.44,0.471394
mp-862778,0.3,0.3495161
mp-864655,0.32,0.3710621
mp-865237,0.32,0.15785287
mp-865353,0.24,0.5456678
mp-975255,0.33,0.11233108
mp-975383,-0.14,0.37963623
mp-978278,0.27,0.5022469
mp-985471,0.39,0.3258924
mp-1002207,0.45,0.39657724
mp-1008610,0.42,-0.3725521
mp-1025218,0.35,0.55837125
mp-1025377,0.36,0.39376873
mp-1025431,0.35,0.24475516
mp-10759,0.19,0.3284604
mp-1250,0.27,0.35864443
mp-19920,0.25,0.21304132
mp-20586,0.34,0.3124566
mp-20753,0.27,0.21971689
mp-21175,0.4,0.2550354
mp-21215,0.38,0.025179222
mp-22786,0.29,0.9791321
mp-23152,0.31,-15.242093
mp-27456,0.33,-0.009053826
mp-2955,0.25,0.22581486
mp-3553,0.25,0.32330275
mp-4228,0.24,0.02129905
mp-571653,0.13,-0.534968
mp-625055,0.28,0.2682823
mp-71,0.25,0.68336433
mp-754478,0.3,0.21983396
mp-7915,0.24,0.2700739
mp-8110,0.23,0.15726887
mp-867908,0.43,0.26225322
mp-8771,0.21,-0.20059386
mp-9164,0.28,0.012582079
mp-984873,0.31,0.3723439
mp-990,0.33,0.46640795
mp-1013548,0.16,-0.012127683
mp-1014,0.45,0.4027267
mp-1025397,0.29,0.24044977
mp-12467,0.22,0.21068777
mp-20111,0.21,0.08494036
mp-23159,0.36,0.071972236
mp-27710,0.15,0.26510525
mp-3637,0.3,0.20200934
mp-37214,0.19,0.2790749
mp-4030,0.34,0.3063485
mp-510281,0.34,0.09888588
mp-558125,0.25,0.11263035
mp-567220,0.26,0.4874828
mp-567618,0.41,0.28909916
mp-840,0.33,0.17717554
mp-865648,0.18,0.50764346
mp-9573,0.21,0.24778791
mp-9687,0.32,0.28038806
mp-984765,0.08,0.47553128
mp-989539,0.37,0.39152545
mp-1008630,0.23,0.88535887
mp-1009757,0.32,0.56604683
mp-1018102,0.41,-47.761425
mp-1029338,0.29,0.31009966
mp-1029652,0.23,0.5042462
mp-1029921,0.28,0.35836804
mp-12086,0.35,0.035054162
mp-13035,2.07,0.3636161
mp-18427,0.28,0.24274804
mp-21030,0.2,0.71680814
mp-21462,0.19,0.054102644
mp-2819,0.56,0.24810658
mp-4583,0.92,0.29206795
mp-4604,0.16,0.34152836
mp-4828,0.37,0.31702387
mp-5396,0.29,0.13897826
mp-551675,0.21,0.19408049
mp-554252,0.31,0.39883077
mp-555576,0.3,0.10339306
mp-559676,0.26,0.19948135
mp-570910,0.27,0.27459294
mp-631394,-143.83,-78.70864
mp-6764,0.61,0.33440244
mp-6954,0.19,0.41714996
mp-7068,0.21,-0.01621078
mp-752463,0.35,0.14555575
mp-752467,0.28,0.20154412
mp-754624,0.23,0.29624158
mp-755552,0.25,-0.21050733
mp-756436,0.35,-0.115789354
mp-862727,0.36,0.32016987
mp-862993,0.24,0.1499428
mp-866295,0.3,0.24948196
mp-867207,0.26,0.38571388
mp-975387,0.42,0.3068601
mp-10144,0.29,0.042853788
mp-1016819,0.33,0.14582254
mp-1018810,0.38,0.26931137
mp-1023936,0.21,0.56018794
mp-1029312,0.23,0.4029047
mp-11407,0.34,-0.132707
mp-11469,0.36,0.16980307
mp-122,0.23,-0.6781586
mp-12863,0.27,0.30572337
mp-18912,0.3,0.12391578
mp-19017,0.28,0.18073602
mp-20050,0.3,0.4997719
mp-553932,0.07,0.029154435
mp-571493,0.35,0.34508234
mp-622041,0.41,0.39288926
mp-677103,0.3,0.46560657
mp-690794,0.09,0.42524207
mp-752496,0.31,0.29959726
mp-7846,0.19,0.4584844
mp-862865,0.47,0.47570485
mp-862875,0.47,0.338993
mp-864932,0.34,0.103335515
mp-864983,0.32,-0.050721988
mp-865168,-0.14,0.18371724
mp-865927,0.31,0.11921872
mp-866202,0.55,0.33078384
mp-971827,0.44,0.17054562
mp-973933,0.46,0.10572021
mp-974341,0.31,0.26849157
mp-978986,0.27,0.077369675
mp-998947,0.33,0.20194082
mp-1002117,0.42,-0.11926691
mp-1016852,0.23,0.113041624
mp-1025150,0.27,0.68826014
mp-10422,0.29,0.16419308
mp-10901,0.29,0.47302812
mp-12565,0.39,0.14186938
mp-12598,0.33,0.34315002
mp-15819,0.22,0.22025545
mp-16720,0.27,0.24430372
mp-17045,0.35,0.069964066
mp-19777,0.47,0.09832682
mp-21875,0.35,0.18488394
mp-27471,0.27,0.15610288
mp-28240,0.35,-0.90309006
mp-35388,0.23,0.21176787
mp-555506,0.98,-0.030886874
mp-567889,0.2,0.58155
mp-610706,0.31,0.12672864
mp-631487,0.74,0.379461
mp-631502,0.54,0.32481432
mp-631551,0.52,0.2645347
mp-636273,0.38,0.3783124
mp-7469,0.3,0.1367336
mp-861588,0.35,0.46274692
mp-864795,0.35,0.157598
mp-867182,0.33,0.29670382
mp-867250,0.39,0.1710125
mp-8772,0.16,0.46246344
mp-9578,0.24,0.052065924
mp-973826,0.22,0.19770633
mp-980942,0.29,0.285748
mp-1008912,0.66,0.8217115
mp-1017555,0.37,0.3344881
mp-10245,0.27,0.01793535
mp-1029309,0.26,0.53603405
mp-1264,0.44,0.48984092
mp-1491,0.17,0.35376012
mp-19247,0.41,0.30469674
mp-19378,0.35,0.086787626
mp-204,0.41,0.12873568
mp-20531,0.27,0.23315005
mp-21318,0.4,0.5142086
mp-21443,0.39,0.28295964
mp-29618,0.28,0.117823645
mp-30353,0.36,0.28408897
mp-30579,0.4,0.049698487
mp-30613,0.26,0.07507484
mp-31153,0.32,0.13164057
mp-31208,0.14,0.3229767
mp-34195,0.32,-0.19328755
mp-4300,0.35,0.4970531
mp-489,0.28,-0.34512335
mp-505803,0.34,0.106508
mp-553432,0.13,0.8956912
mp-556194,0.34,0.15503897
mp-567723,0.26,0.4172606
mp-568719,0.35,0.5079315
mp-570223,-0.08,0.011489302
mp-571335,0.32,0.11624886
mp-578601,0.33,-0.0043597072
mp-618991,0.36,0.28071094
mp-777422,0.26,0.2812245
mp-856,0.28,0.1617919
mp-864598,0.25,0.27738422
mp-864987,0.34,0.44124126
mp-864989,0.29,0.23975863
mp-900,0.4,0.3572877
mp-9247,0.29,0.29378074
mp-961725,0.46,-0.18202464
mp-972044,0.25,0.48074132
mp-989404,0.17,-0.08329421
mp-1008881,0.33,0.2702515
mp-1009734,0.5,0.7104208
mp-1018112,0.46,0.66646796
mp-1021423,0.25,0.35769612
mp-1024984,0.34,0.20876507
mp-114,0.62,0.51456
mp-1644,0.47,0.051853433
mp-18802,0.29,0.28300697
mp-21237,0.27,-0.035985738
mp-23155,0.34,0.15271644
mp-23715,0.26,0.37915713
