id,target,prediction,abs_error
mp-2459,0.31,0.1763695,0.13363049999999999
mp-5372,0.31,0.17649157,0.13350843
mp-5167,0.31,0.17677243,0.13322757
mp-973771,0.44,0.30677336,0.13322664
mp-7437,0.21,0.3430392,0.1330392
mp-2154,0.23,0.36293465,0.13293465000000002
mp-13312,0.27,0.13720857,0.13279143000000002
mp-979,0.24,0.107292786,0.132707214
mp-972549,0.23,0.3626799,0.1326799
mp-756095,0.33,0.19739132,0.13260868
mp-7486,0.29,0.15745468,0.13254531999999997
mp-334,0.33,0.46252692,0.13252692
mp-27296,0.36,0.22751696,0.13248304
mp-998344,0.32,0.18761699,0.13238301
mp-21382,0.26,0.3922946,0.13229459999999998
mp-10905,0.29,0.4222924,0.13229240000000003
mp-571594,0.28,0.41228992,0.13228991999999995
mp-625998,0.33,0.46226245,0.13226244999999998
mp-985806,0.3,0.43218273,0.13218273000000003
mp-999067,0.35,0.21802332,0.13197667999999999
mp-864924,0.32,0.18840326,0.13159674000000002
mp-1567,0.34,0.47130042,0.13130041999999997
mp-13641,0.35,0.48112607,0.13112607000000004
mp-21260,0.27,0.13891836,0.13108164000000003
mp-978515,0.27,0.40090686,0.13090685999999996
mp-866071,0.31,0.17919578,0.13080422
mp-20290,0.2,0.33067745,0.13067744999999997
mp-984699,0.32,0.45065135,0.13065135
mp-1025010,0.17,0.039371654,0.130628346
mp-12772,0.29,0.15968238,0.13031761999999997
mp-550433,0.28,0.41027576,0.13027575999999996
mp-6968,0.32,0.45026386,0.13026386
mp-863740,0.36,0.22976856,0.13023143999999998
mp-2822,0.37,0.23982905,0.13017095
mp-30528,0.34,0.2100356,0.12996440000000004
mp-1802,0.25,0.12011124,0.12988876
mp-927,0.26,0.38986534,0.12986534
mp-972640,0.3,0.42986077,0.12986077000000001
mp-2159,0.36,0.489618,0.129618
mp-866159,0.31,0.18039934,0.12960066
mp-862815,0.46,0.33047873,0.12952127000000002
mp-865710,0.52,0.3905846,0.1294154
mp-3197,0.32,0.4492874,0.1292874
mp-29658,0.31,0.43906307,0.12906307
mp-31703,0.17,0.29880613,0.12880613
mp-1385,0.29,0.16164447,0.12835552999999997
mp-30244,0.24,0.3682555,0.12825550000000002
mp-1025030,0.33,0.2018211,0.1281789
mp-7926,0.25,0.37797022,0.12797022000000002
mp-978987,0.29,0.4179557,0.1279557
mp-977562,0.54,0.4122752,0.12772480000000003
mp-8623,0.3,0.17245333,0.12754667
mp-2653,0.12,-0.0072914064,0.1272914064
mp-864667,0.55,0.42303014,0.12696986000000005
mp-1869,0.37,0.24308695,0.12691305
mp-8765,0.3,0.4267785,0.12677850000000002
mp-866220,0.28,0.1532907,0.12670930000000002
mp-976344,0.29,0.16330893,0.12669107
mp-755328,0.24,0.11375381,0.12624618999999998
mp-22609,0.24,0.3659085,0.12590850000000003
mp-862369,0.31,0.18414794,0.12585206
mp-1687,0.34,0.46581143,0.12581143
mp-865738,0.43,0.30442005,0.12557995
mp-875,0.29,0.4153012,0.1253012
mp-867869,0.36,0.4850893,0.12508930000000001
mp-973185,0.36,0.23508374,0.12491625999999997
mp-977152,0.33,0.20509689,0.12490311000000001
mp-2301,0.23,0.35486585,0.12486584999999997
mp-862788,0.29,0.16518597,0.12481402999999999
mp-30493,0.34,0.21545194,0.12454806000000002
mp-973977,0.35,0.22559,0.12440999999999997
mp-463,0.26,0.38430583,0.12430583
mp-1025393,0.28,0.15573989,0.12426011000000003
mp-7598,0.21,0.33415318,0.12415318
mp-1111,0.36,0.2359132,0.1240868
mp-1017553,0.29,0.16592468,0.12407531999999999
mp-8969,0.27,0.14599572,0.12400428000000002
mp-795,0.23,0.10602485,0.12397515
mp-7577,0.27,0.14604135,0.12395865000000003
mp-11513,0.31,0.433953,0.12395299999999998
mp-991,0.32,0.4439333,0.12393329999999997
mp-2330,0.25,0.12610857,0.12389143
mp-1025356,0.33,0.4537102,0.12371019999999999
mp-1525,0.41,0.28629166,0.12370833999999997
mp-10519,0.32,0.19630353,0.12369647
mp-971662,0.25,0.3736784,0.12367840000000002
mp-11737,0.23,0.10657792,0.12342208
mp-861736,0.45,0.3266216,0.1233784
mp-1018096,0.28,0.15665163,0.12334837000000004
mp-972623,0.26,0.38322765,0.12322764999999997
mp-1019357,0.3,0.17687057,0.12312942999999998
mp-9937,0.28,0.15697084,0.12302916000000003
mp-16501,0.42,0.29704,0.12295999999999996
mp-28056,0.37,0.24708198,0.12291801999999999
mp-2418,0.24,0.362791,0.12279099999999998
mp-15778,0.29,0.4127457,0.12274570000000001
mp-13967,0.27,0.14742379,0.12257621000000002
mp-13171,0.34,0.21747471,0.12252529000000004
mp-1482,0.24,0.36228573,0.12228572999999998
mp-7804,0.24,0.36220193,0.12220193000000001
mp-30178,0.26,0.13798918,0.12201082000000002
mp-8282,0.26,0.38189512,0.12189511999999997
mp-10732,0.27,0.39185673,0.12185672999999997
mp-613162,0.3,0.42142218,0.12142217999999999
mp-981547,0.29,0.41141802,0.12141802000000002
mp-974370,0.3,0.4213875,0.12138750000000004
mp-30381,0.19,0.31135297,0.12135297
mp-774146,0.29,0.4113341,0.1213341
mp-12107,0.29,0.1688249,0.12117509999999998
mp-30426,0.23,0.108847424,0.12115257600000001
mp-7927,0.26,0.13891344,0.12108656000000001
mp-10240,0.25,0.12892647,0.12107353000000001
mp-5158,0.31,0.18903883,0.12096117
mp-20536,0.26,0.13921623,0.12078377000000001
mp-7643,0.24,0.36073083,0.12073083000000001
mp-8262,0.07,0.19069223,0.12069222999999998
mp-12923,0.34,0.21940608,0.12059392000000002
mp-29763,0.5,0.62056917,0.12056917
mp-20791,0.28,0.15958811,0.12041189000000002
mp-21377,0.24,0.11971475,0.12028525
mp-1280,0.37,0.4902771,0.12027710000000003
mp-21090,0.3,0.42017555,0.12017555000000002
mp-989576,0.37,0.24986623,0.12013377
mp-10523,0.33,0.20998289,0.12001711000000001
mp-4785,0.28,0.39978713,0.11978712999999996
mp-21113,0.3,0.41974598,0.11974598000000003
mp-571419,0.22,0.33974516,0.11974515999999999
mp-673247,0.31,0.42961198,0.11961198
mp-675402,0.43,0.31079215,0.11920785
mp-3255,0.3,0.41913873,0.11913873000000003
mp-1018940,0.32,0.2008621,0.11913790000000002
mp-866179,0.19,0.30873078,0.11873077999999998
mp-8603,0.31,0.19127192,0.11872807999999999
mp-238,0.33,0.44872028,0.11872028000000001
mp-23039,0.25,0.36857116,0.11857116000000001
mp-865878,0.32,0.4385559,0.11855589999999999
mp-31455,0.36,0.4785064,0.11850640000000001
mp-379,0.51,0.6282838,0.11828379999999994
mp-1584,0.35,0.23171715,0.11828284999999997
mp-999558,0.31,0.19199024,0.11800975999999999
mp-10003,0.28,0.16202076,0.11797924000000001
mp-2701,0.25,0.3678382,0.1178382
mp-545598,0.33,0.2126274,0.11737260000000002
mp-31138,0.34,0.22269897,0.11730103000000003
mp-11490,0.28,0.39713818,0.11713817999999998
mp-569671,0.26,0.14304577,0.11695423000000002
mp-1001786,0.17,0.05315812,0.11684188000000001
mp-6669,0.28,0.39651006,0.11651005999999997
mp-6092,0.33,0.21374546,0.11625454000000002
mp-1025874,0.23,0.11378114,0.11621886000000001
mp-998890,0.44,0.55609757,0.11609757000000004
mp-18767,0.23,0.11394878,0.11605122000000001
mp-976289,0.43,0.3142591,0.11574089999999998
mp-10061,0.47,0.35442263,0.11557736999999996
mp-862934,0.18,0.2955625,0.11556250000000001
mp-13071,0.23,0.11451022,0.11548978000000001
mp-999295,0.34,0.4553584,0.11535839999999997
mp-1018726,0.27,0.38512403,0.11512402999999999
mp-20155,0.27,0.15489854,0.11510146000000002
mp-558852,0.3,0.18496476,0.11503523999999998
mp-961664,0.39,0.27509993,0.11490007000000002
mp-552292,0.27,0.15521221,0.11478779000000003
mp-567871,0.34,0.45471954,0.11471953999999995
mp-7777,0.3,0.4145924,0.11459240000000004
mp-22917,0.2,0.31450576,0.11450576000000001
mp-11194,0.31,0.1959099,0.1140901
mp-628773,0.35,0.23602758,0.11397241999999999
mp-1029756,0.33,0.44380945,0.11380944999999998
mp-7524,0.25,0.13622455,0.11377545
mp-5284,0.2,0.0862837,0.1137163
mp-22306,0.3,0.41371167,0.11371166999999999
mp-977404,0.39,0.27629757,0.11370243000000002
mp-13276,0.18,0.2934652,0.11346519999999999
mp-33581,0.27,0.15658759,0.11341241000000002
mp-2501,0.29,0.17661898,0.11338101999999997
mp-22179,0.27,0.3832419,0.1132419
mp-1678,0.38,0.49317098,0.11317097999999998
mp-3992,0.28,0.16689391,0.11310609000000002
mp-976265,0.38,0.49269998,0.11269997999999998
mp-1534,0.34,0.22735061,0.11264939000000002
mp-864763,0.3,0.41236383,0.11236383
mp-1018020,0.38,0.26766008,0.11233991999999998
mp-570886,0.26,0.37229055,0.11229054999999999
mp-8354,0.4,0.28772676,0.11227324
mp-864631,0.33,0.2177463,0.11225370000000001
mp-1698,0.28,0.1677788,0.11222120000000002
mp-862956,0.4,0.28780192,0.11219808000000003
mp-554238,0.27,0.38110298,0.11110297999999996
mp-7870,0.33,0.44110173,0.11110173000000001
mp-866087,0.31,0.19892953,0.11107047
mp-1018712,0.21,0.09896855,0.11103144999999999
mp-866146,0.34,0.22940736,0.11059264000000002
mp-29896,0.31,0.20047276,0.10952724
mp-10884,0.28,0.17074095,0.10925905000000002
mp-23803,0.28,0.17080109,0.10919891000000004
mp-865079,0.5,0.60910004,0.10910003999999995
mp-12773,0.32,0.42888856,0.10888855999999997
mp-7463,0.35,0.2411971,0.10880289999999998
mp-500,0.25,0.14128257,0.10871743
mp-9460,0.31,0.41846007,0.10846007000000002
mp-2733,0.2,0.09159689,0.10840311000000001
mp-972494,0.28,0.38827288,0.10827287999999996
mp-8703,0.37,0.4780478,0.10804780000000003
mp-569674,0.28,0.1720406,0.10795940000000004
mp-22687,0.25,0.14206128,0.10793871999999999
mp-30821,0.29,0.3978876,0.10788760000000003
mp-19246,0.3,0.40782,0.10782000000000003
mp-861884,0.35,0.2422996,0.10770039999999997
mp-8547,0.26,0.1524749,0.10752510000000001
mp-985287,0.41,0.51735973,0.10735973000000004
mp-997098,0.39,0.2826422,0.1073578
mp-11971,0.32,0.21287261,0.10712739000000002
mp-15955,0.23,0.12290008,0.10709992000000002
mp-31145,0.23,0.12306921,0.10693079000000001
mp-12553,0.23,0.33625883,0.10625883
mp-865809,0.31,0.20374219,0.10625781000000001
mp-975176,0.36,0.2540142,0.10598579999999996
mp-5639,0.23,0.12429531,0.10570469
mp-760415,0.28,0.17432635,0.10567365000000004
mp-5399,0.25,0.14451255,0.10548745000000001
mp-12990,0.18,0.28521955,0.10521955
mp-1068,0.31,0.20502304,0.10497696000000001
mp-862663,0.4,0.50496304,0.10496304000000001
mp-865681,0.27,0.374865,0.10486499999999999
mp-7574,0.23,0.12515657,0.10484343000000002
mp-33009,0.24,0.13522308,0.10477692
mp-560023,0.16,0.055403396,0.10459660400000001
mp-19231,0.35,0.24561913,0.10438086999999999
mp-866108,0.53,0.4256925,0.10430750000000005
mp-12015,0.34,0.44397742,0.10397741999999999
mp-13010,0.24,0.1361249,0.1038751
mp-1007855,0.3,0.19617878,0.10382121999999999
mp-867163,0.29,0.39330184,0.10330184000000003
mp-763353,0.29,0.18704905,0.10295094999999999
mp-27418,0.32,0.21724503,0.10275497
mp-861658,0.31,0.20753352,0.10246648
mp-22950,0.29,0.3924442,0.10244420000000004
mp-579496,0.3,0.19765823,0.10234177
mp-7701,0.69,0.7922657,0.10226570000000001
mp-2824,0.35,0.24813257,0.10186742999999998
mp-1025220,0.37,0.47168285,0.10168284999999999
mp-983063,0.38,0.2784508,0.1015492
mp-865876,0.31,0.4115296,0.1015296
mp-7937,0.24,0.13870637,0.10129363
mp-867868,0.37,0.26910746,0.10089253999999998
mp-975658,0.26,0.36076373,0.10076373
mp-21469,0.32,0.21945624,0.10054376000000001
mp-4072,0.26,0.15963836,0.10036164
mp-561442,0.26,0.16001843,0.09998157000000002
mp-9771,0.33,0.42992777,0.09992776999999997
mp-977399,0.31,0.21009003,0.09990996999999999
mp-8059,0.06,0.15982921,0.09982921
mp-865321,0.31,0.4097839,0.09978389999999998
mp-978833,0.34,0.24037091,0.09962909000000003
mp-3092,0.28,0.3795557,0.09955569999999997
mp-18198,0.3,0.39948946,0.09948946000000003
mp-977369,0.33,0.23054527,0.09945473000000002
mp-975405,0.13,0.22942619,0.09942619
mp-20865,0.23,0.32937527,0.09937526999999999
mp-996965,0.4,0.49933368,0.09933367999999998
mp-1475,0.11,0.010824606,0.099175394
mp-12079,0.21,0.11093007,0.09906992999999999
mp-999124,0.34,0.4389369,0.0989369
mp-15781,0.25,0.15110298,0.09889702
mp-21321,0.35,0.44887275,0.09887275000000001
mp-1019280,0.36,0.45856506,0.09856506000000004
mp-971975,0.22,0.121496454,0.098503546
mp-1008279,0.28,0.3778563,0.09785629999999995
mp-864734,0.4,0.30216366,0.09783634000000002
mp-946,0.31,0.21220486,0.09779514
mp-22441,0.26,0.16248484,0.09751516000000002
mp-865165,0.29,0.19257198,0.09742801999999998
mp-30817,0.3,0.39734513,0.09734513
mp-972793,0.33,0.23265569,0.09734431000000002
mp-2831,0.3,0.3972957,0.09729569999999998
mp-999207,0.22,0.12275486,0.09724514000000001
mp-8348,0.2,0.29719126,0.09719126
mp-8212,0.34,0.43709219,0.09709218999999997
mp-1029349,0.27,0.36703843,0.09703843000000001
mp-605028,0.3,0.20305042,0.09694957999999998
mp-21069,0.32,0.22309957,0.09690043000000001
mp-7557,0.28,0.18313064,0.09686936000000002
mp-2729,0.34,0.24314903,0.09685097000000004
mp-546794,0.06,0.1567605,0.0967605
mp-953,0.25,0.34621876,0.09621876000000001
mp-971924,0.31,0.40616196,0.09616195999999999
mp-555,0.29,0.3860882,0.09608820000000001
mp-14069,0.28,0.18400966,0.09599034000000004
mp-31059,0.36,0.26418012,0.09581987999999997
mp-11818,0.21,0.30543762,0.09543762000000003
mp-1018703,0.38,0.28472763,0.09527237
mp-11107,0.35,0.25473636,0.09526363999999998
mp-23255,0.34,0.43521255,0.09521254999999995
mp-22435,0.34,0.24523287,0.09476713000000003
mp-9978,0.33,0.23525237,0.09474763000000003
mp-865768,0.31,0.40474004,0.09474004000000003
mp-866311,0.29,0.19554125,0.09445874999999998
mp-2345,0.31,0.21555991,0.09444009
mp-862868,0.37,0.27574158,0.09425842000000001
mp-977218,0.29,0.19586624,0.09413375999999998
mp-865362,0.34,0.2460133,0.09398670000000003
mp-745,0.56,0.4660746,0.09392540000000005
mp-753508,0.32,0.22643386,0.09356614000000002
mp-976076,0.38,0.28659266,0.09340734
mp-31454,0.32,0.41331625,0.09331624999999999
mp-8150,0.29,0.19674323,0.09325676999999999
mp-1627,0.24,0.14677353,0.09322646999999998
mp-10746,0.23,0.323012,0.09301200000000001
mp-574235,0.33,0.23714273,0.09285727000000002
mp-8402,0.24,0.14716436,0.09283564
mp-550820,0.26,0.16737027,0.09262973000000002
mp-22325,0.31,0.40257818,0.09257818000000001
mp-19156,0.41,0.31747353,0.09252646999999997
mp-22159,0.3,0.20748542,0.09251457999999999
mp-865963,0.29,0.382303,0.09230300000000002
mp-4210,0.32,0.41195846,0.09195846000000002
mp-10128,0.33,0.42190892,0.09190892
mp-2564,0.26,0.35190767,0.09190767
mp-972048,0.21,0.30189598,0.09189598000000002
mp-21197,0.27,0.36175054,0.09175053999999999
mp-865235,0.22,0.31171578,0.09171578
mp-2088,0.22,0.12874798,0.09125201999999999
mp-1240,0.33,0.23885028,0.09114972000000002
mp-7991,0.21,0.118863925,0.091136075
mp-974395,0.34,0.43109524,0.09109523999999997
mp-12965,0.29,0.3810767,0.09107670000000001
mp-10435,0.28,0.37099993,0.09099992999999995
mp-540111,0.01,0.100733206,0.09073320600000001
mp-23487,0.24,0.14939575,0.09060425
mp-865038,0.31,0.40045542,0.09045542000000001
mp-861875,0.34,0.4303705,0.09037049999999996
mp-568912,0.12,0.029688373,0.09031162699999999
mp-864611,0.4,0.49016494,0.09016493999999997
mp-24012,0.2,0.29013687,0.09013686999999998
mp-20440,0.39,0.30008054,0.08991946
mp-862838,0.42,0.33011502,0.08988498
mp-13061,0.36,0.44971693,0.08971693000000003
mp-972957,0.35,0.26046115,0.08953885
mp-866285,0.31,0.22073112,0.08926888
mp-10322,0.32,0.40925103,0.08925103000000001
mp-755480,0.4,0.31078637,0.08921363000000004
mp-775909,0.3,0.38918453,0.08918452999999998
mp-1011377,0.32,0.23101996,0.08898004000000001
mp-561067,0.3,0.38897842,0.08897842
mp-768342,0.29,0.37883377,0.08883377000000003
mp-4250,0.31,0.22141145,0.08858854999999999
mp-1909,0.28,0.36853957,0.08853956999999996
mp-867568,0.3,0.3883747,0.08837470000000003
mp-863669,0.37,0.281628,0.088372
mp-32777,0.27,0.1817699,0.0882301
mp-755441,0.27,0.18177547,0.08822453000000002
mp-19238,0.33,0.24178414,0.08821586000000001
mp-22156,0.21,0.29801786,0.08801786000000003
mp-29403,0.13,0.21780868,0.08780868
mp-18766,0.28,0.36754888,0.08754888
mp-7904,0.29,0.3771419,0.0871419
mp-675045,0.3,0.38711792,0.08711792000000002
mp-865117,0.24,0.15321968,0.08678032
mp-30069,0.42,0.33321983,0.08678016999999999
mp-865867,0.33,0.41667038,0.08667037999999999
mp-862888,0.27,0.18342935,0.08657065000000003
mp-8236,0.28,0.19350891,0.08649109000000002
mp-5788,0.24,0.15382214,0.08617786
mp-23288,0.21,0.29578918,0.08578917999999999
mp-865028,0.29,0.20436566,0.08563433999999998
mp-2877,0.21,0.29554212,0.08554212000000003
mp-3666,0.22,0.13449709,0.08550290999999999
mp-4852,0.34,0.25455195,0.08544805
mp-31018,0.25,0.33544463,0.08544463000000002
mp-861481,0.38,0.4654308,0.08543079999999997
mp-997042,0.29,0.37538284,0.08538284000000002
mp-978563,0.32,0.23473476,0.08526524000000002
mp-557373,0.25,0.3348586,0.0848586
mp-1018828,0.28,0.19521914,0.08478086000000001
mp-421,0.4,0.31559092,0.08440908000000003
mp-21306,0.27,0.18561594,0.08438406000000001
mp-984627,0.34,0.42424458,0.08424457999999996
mp-30383,0.31,0.39420432,0.08420432
mp-20900,0.38,0.29595554,0.08404445999999999
mp-863659,0.35,0.26601428,0.08398571999999999
mp-8864,0.29,0.37359864,0.08359864
mp-972941,0.39,0.3066755,0.08332450000000002
mp-12751,0.4,0.48301768,0.08301767999999998
mp-971985,0.39,0.3069986,0.0830014
mp-866185,0.4,0.31699973,0.08300027000000004
mp-978808,0.26,0.34294617,0.08294616999999999
mp-10784,0.23,0.14719166,0.08280834000000001
mp-1029466,0.21,0.12729491,0.08270508999999998
mp-1022723,0.32,0.23732616,0.08267384
mp-30340,0.39,0.47260058,0.08260057999999998
mp-769111,0.35,0.26747686,0.08252314
mp-982008,0.5,0.4175892,0.0824108
mp-866026,0.32,0.23793195,0.08206805
mp-3982,0.28,0.36187565,0.08187564999999997
mp-985443,0.49,0.5717096,0.08170960000000005
mvc-14558,0.23,0.31165856,0.08165855999999996
mp-862692,0.29,0.20839263,0.08160736999999998
mp-862949,0.3,0.21842326,0.08157673999999998
mp-754515,0.22,0.1386043,0.08139569999999999
mp-675180,0.31,0.39133143,0.08133142999999998
mp-3006,0.2,0.1187406,0.08125940000000001
mp-552454,0.22,0.30120993,0.08120993000000001
mp-8278,0.2,0.28114688,0.08114687999999998
mp-1578,0.29,0.37105,0.08105000000000001
mp-570935,0.34,0.2590906,0.08090940000000002
mp-997031,0.29,0.2092431,0.08075689999999999
mp-27979,0.26,0.340725,0.08072499999999999
mp-4699,0.2,0.11938505,0.08061495
mp-1018723,0.32,0.23942308,0.08057692
mp-756683,0.3,0.2195134,0.08048659999999999
mp-1009130,0.39,0.4704849,0.08048489999999997
mp-2173,0.17,0.25048417,0.08048417
mp-21765,0.38,0.46047878,0.08047877999999997
mp-30599,0.34,0.42026544,0.08026543999999997
mp-16750,0.24,0.3202625,0.08026250000000001
mp-866004,0.35,0.26994747,0.08005252999999996
mp-573119,0.35,0.2699983,0.08000169999999995
mp-9473,0.29,0.21007375,0.07992624999999998
mp-758835,0.36,0.439784,0.07978400000000002
mp-30818,0.31,0.38959926,0.07959926
mp-867422,0.4,0.47943205,0.07943204999999998
mp-567441,0.28,0.20063774,0.07936226000000002
mp-862881,0.31,0.230644,0.07935600000000001
mp-30461,0.37,0.44917518,0.07917518000000001
mp-567197,0.27,0.19086842,0.07913158
mp-989524,0.35,0.27096844,0.07903156
mp-979989,0.31,0.38895357,0.07895357000000003
mp-8094,0.25,0.3289401,0.07894010000000001
mp-865116,0.36,0.43891698,0.07891698000000003
mp-11644,0.29,0.21113761,0.07886238999999998
mp-863675,0.35,0.42879242,0.07879242000000003
mp-685148,0.33,0.4082862,0.07828619999999997
mp-1025156,0.27,0.1917964,0.07820360000000001
mp-19799,0.32,0.24185766,0.07814234
mp-22565,0.3,0.37814152,0.07814152000000002
mp-975425,-0.06,0.017994508,0.07799450799999999
mp-21415,0.31,0.23237474,0.07762526
mp-9880,0.19,0.2674603,0.07746029999999998
mp-2451,0.22,0.14254223,0.07745777000000001
mp-780880,0.3,0.37743682,0.07743682000000002
mp-570136,0.29,0.36712784,0.07712784
mp-996990,0.27,0.19289498,0.07710502000000002
mp-29652,0.21,0.13304023,0.07695976999999998
mp-1056,0.31,0.38690847,0.07690847
mp-949028,0.27,0.19315015,0.07684985000000003
mp-7430,0.28,0.2032267,0.07677330000000002
mp-23281,0.26,0.1836754,0.07632460000000002
mp-867206,0.39,0.31370968,0.07629032000000002
mp-1025182,0.24,0.16374402,0.07625598
mp-5519,0.27,0.34623265,0.07623264999999996
mp-867127,0.36,0.4361161,0.07611610000000002
mp-7586,0.35,0.27397406,0.07602593999999996
mp-625094,0.34,0.41599685,0.07599684999999995
mp-972861,0.26,0.33594453,0.07594453000000001
mp-865449,0.35,0.27407366,0.07592633999999998
mp-1140,0.38,0.3041587,0.0758413
mp-8002,0.23,0.1544884,0.07551160000000001
mp-866107,0.38,0.3045364,0.07546360000000002
mp-5529,0.32,0.2447323,0.07526769999999999
mp-865609,0.34,0.26474094,0.07525906000000004
mp-7569,0.35,0.2748444,0.07515559999999999
mp-865874,0.41,0.3349746,0.07502539999999996
mp-3363,0.35,0.42492765,0.07492765000000001
mp-1025497,0.19,0.11514507,0.07485493
mp-22489,0.27,0.34466308,0.07466307999999999
mp-6879,0.31,0.23540036,0.07459964
mp-20832,0.24,0.3145373,0.07453730000000003
mp-864907,0.37,0.4444762,0.07447619999999999
mp-755581,0.26,0.18557344,0.07442656
mp-754671,0.3,0.22563343,0.07436656999999999
mp-865025,0.31,0.38430882,0.07430882
mp-972528,0.32,0.39422476,0.07422476
mp-410,0.31,0.38419992,0.07419991999999997
mp-22205,0.24,0.3141095,0.0741095
mp-867840,0.31,0.38400954,0.07400953999999998
mp-246,0.31,0.38392037,0.07392037000000001
mp-30892,0.29,0.21616517,0.07383482999999999
mp-690542,0.15,0.22377835,0.07377834999999999
mp-29529,0.35,0.27627164,0.07372835999999999
mp-10311,0.29,0.36364043,0.07364043000000003
mp-1029776,0.3,0.37343854,0.07343854
mp-866187,0.36,0.2865712,0.07342879999999996
mp-571443,0.24,0.16665943,0.07334057
mp-779545,0.32,0.24677737,0.07322263000000001
mp-20338,0.25,0.32309455,0.07309454999999998
mp-865537,0.3,0.22692008,0.07307991999999999
mp-867310,0.32,0.24700616,0.07299384
mp-549720,0.23,0.30278003,0.07278002999999997
mp-2723,0.33,0.25724614,0.07275386
mp-620571,0.33,0.25734472,0.07265527999999999
mp-3909,0.29,0.36257368,0.07257368000000003
mp-540791,0.29,0.21747361,0.07252638999999997
mp-4738,0.24,0.3125261,0.07252609999999998
mp-862841,0.34,0.26753926,0.07246074000000002
mp-972257,0.25,0.32230574,0.07230574000000001
mp-5541,0.33,0.2577024,0.07229760000000002
mp-570428,0.25,0.32226527,0.07226526999999999
mp-865500,0.35,0.27794755,0.07205244999999999
mp-866125,0.28,0.35184038,0.07184037999999998
mp-7089,0.24,0.16847222,0.07152777999999999
mp-867846,0.31,0.23851489,0.07148510999999999
mp-6960,0.32,0.39131087,0.07131086999999997
mp-20098,0.28,0.35120547,0.07120546999999999
mp-4419,0.2,0.2711838,0.07118379999999996
mp-20049,0.24,0.3111468,0.07114680000000001
mp-8377,0.19,0.11893354,0.07106646
mp-861643,0.27,0.19903876,0.07096124000000001
mp-979899,0.28,0.20917012,0.07082988000000004
mp-2331,0.2,0.1292056,0.07079440000000001
mp-226,0.15,0.22073294,0.07073294
mp-864962,0.27,0.19928117,0.07071883000000001
mp-776205,0.3,0.3704254,0.07042540000000003
mp-549970,0.33,0.25964892,0.07035108000000001
mp-672,0.35,0.2799425,0.0700575
mp-5451,0.32,0.24995248,0.07004752
mp-1029257,0.34,0.40979457,0.06979457
mp-3717,0.28,0.34961867,0.06961867
mp-1882,0.32,0.25039458,0.06960542000000003
mp-9926,0.23,0.16040762,0.06959238000000001
mp-975639,0.26,0.32954955,0.06954955000000002
mp-552008,0.3,0.23054542,0.06945457999999999
mp-8122,0.2,0.2694326,0.06943260000000001
mp-416,0.34,0.40921372,0.06921371999999998
mp-22116,0.29,0.22083353,0.06916646999999998
mp-30885,0.25,0.31890863,0.06890863000000003
mp-8868,0.37,0.30111063,0.06888937
mp-801,0.32,0.38862592,0.06862592
mp-30858,0.3,0.23157708,0.06842292
mp-7589,0.22,0.2884177,0.0684177
mp-19370,0.32,0.2516182,0.06838179999999999
mp-151,0.47,0.538136,0.06813599999999997
mp-867229,0.32,0.252079,0.06792100000000001
mp-510412,0.31,0.24229778,0.06770222000000001
mp-1018054,0.29,0.3576048,0.06760480000000002
mp-23095,0.26,0.19287159,0.06712841
mp-754403,0.4,0.332927,0.06707300000000005
mp-16494,0.33,0.26295,0.06705
mp-22400,0.34,0.4070062,0.06700619999999996
mp-973887,0.36,0.29301214,0.06698786000000001
mp-4854,0.24,0.3069436,0.06694359999999999
mp-5786,0.33,0.26313162,0.06686838
mp-568495,0.34,0.27318728,0.06681272000000005
mp-862805,0.39,0.32320827,0.06679173
mp-568880,0.38,0.44671303,0.06671303
mp-862,0.24,0.17345662,0.06654337999999999
mp-754605,0.25,0.31644267,0.06644266999999998
mp-6996,0.26,0.19381349,0.06618651
mp-973847,0.3,0.23404126,0.06595873999999999
mp-643260,0.28,0.34592915,0.06592914999999999
mp-975932,0.33,0.2644664,0.06553360000000003
mp-510076,0.33,0.26447237,0.06552763
mp-10677,0.3,0.23472203,0.06527796999999999
mp-989573,0.3,0.23474108,0.06525892
mp-20369,0.22,0.28525472,0.06525472000000002
mp-557958,0.38,0.4451447,0.0651447
mp-776475,0.25,0.1849012,0.06509880000000001
mp-10645,0.5,0.43501467,0.06498533000000001
mp-961705,0.35,0.285029,0.064971
mp-754165,0.3,0.2350855,0.06491449999999999
mp-429,0.31,0.37490982,0.06490982000000001
mp-685991,0.2,0.13518949,0.06481051000000002
mp-975883,0.36,0.2954548,0.06454519999999997
mp-4836,0.3,0.36453813,0.06453813000000003
mp-16723,0.26,0.19550349,0.06449651
mp-861499,0.36,0.29553014,0.06446985999999999
mp-20272,0.31,0.24567656,0.06432344000000001
mp-31182,0.25,0.31429404,0.06429404
mp-10300,0.26,0.32427555,0.06427555000000001
mp-8192,0.3,0.36408985,0.06408985
mp-902,0.21,0.14598157,0.06401842999999999
mp-1025277,0.24,0.17606305,0.06393694999999999
mp-600089,0.26,0.32390016,0.06390015999999998
mp-980044,0.3,0.36380714,0.06380713999999998
mvc-13995,0.33,0.39350736,0.06350735999999996
mp-7070,0.31,0.37331378,0.06331377999999999
mp-10006,0.3,0.23670296,0.06329704
mp-1018745,0.31,0.37318403,0.06318403
mp-862257,0.3,0.23697244,0.06302755999999998
mp-639789,0.32,0.3829301,0.06293009999999999
